"ÿ??
ÿÿÿÿÿÿÿÿ?",ÿÿÿ??ÿÿ?,ÿÿÿÿÿÿÿÿÿ,ÿÿÿ??ÿ,"ÿ??
ÿÿ?ÿÿÿ?
ÿ??ÿÿ?ÿÿ",ÿÿÿÿÿÿ,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿÿÿÿÿ?,ÿÿÿÿÿ,ÿÿ?ÿÿÿÿ?,ÿÿÿÿ?ÿÿÿ,"ÿÿ?ÿÿÿÿ?ÿÿ?/
ÿÿÿÿÿ?",ÿÿÿ?ÿÿÿ/ÿ?ÿÿÿÿ,2 ÿ?ÿ?ÿÿÿ,3 ÿ?ÿ?ÿÿÿ,4-9 ÿ?ÿ?ÿÿÿ,10 ÿ?ÿ?ÿÿÿ/ÿÿÿ?ÿÿÿ,ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿ?,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ? ÿÿÿÿÿÿÿÿÿ,ÿÿ?ÿÿÿÿÿ?/ÿ?ÿÿ?ÿÿÿÿÿÿÿÿÿÿÿÿÿÿ???,ÿÿ??ÿÿÿ?ÿ,ÿ?ÿ??ÿÿÿ?ÿÿ,ÿÿ?ÿÿÿÿÿ?ÿ,ÿÿÿÿÿ,ÿÿÿ?ÿ,ÿÿÿÿ??ÿÿ,ÿ??ÿ,ÿÿÿÿ?,ÿÿÿÿ?ÿ,ÿ??ÿ?,ÿ?ÿ?ÿ,ÿ?ÿ?ÿ,ÿ?ÿÿ?,ÿÿÿ?ÿ,ÿÿ??ÿ?,ÿ?ÿ?ÿ,latitude,longitude
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,11,ÿÿÿÿ?,90130111,,/,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.159011,100.337915
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,12,ÿ?ÿÿ?,90130112,,/,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.189618,100.391788
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,13,ÿÿÿÿÿÿ,90130113,,/,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.170509,100.340226
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,1,ÿÿÿÿÿ?,90130301,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.240253,100.342449
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,2,ÿ?ÿ?,90130302,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.252245,100.343773
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,3,ÿÿÿÿÿ,90130303,,/,,/,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.270328,100.344439
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,5,ÿÿ??,90130305,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.252116,100.368445
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,6,ÿÿÿÿÿÿ,90130306,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.301649,100.375618
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,7,ÿÿ??ÿÿ,90130307,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.273645,100.384676
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,8,ÿ?ÿÿÿÿ?,90130308,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.284567,100.350175
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ?,ÿÿÿÿÿ?,ÿÿÿÿÿÿ,9,ÿÿÿÿ,90130309,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.260535,100.358188
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,6,ÿ?ÿÿ?ÿ?,90031306,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.961588,100.700490
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,9,ÿÿ?,90031009,,,/,,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.016310,100.661891
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿÿÿ?ÿ,ÿÿÿÿÿÿ,11,ÿÿ?ÿÿ,90031011,,,/,/,,/,,,,,/,,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.016815,100.664294
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿÿÿ??,ÿÿÿÿÿÿ,3,ÿÿ?ÿÿ,90031403,,,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.968399,100.733732
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿ??,ÿÿÿÿÿÿ,6,ÿ??,90030606,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.042869,100.687723
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿ??,ÿÿÿÿÿÿ,7,ÿÿÿÿÿÿ?,90030607,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.033394,100.713957
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿ??,ÿÿÿÿÿÿ,13,ÿ?ÿ,90030613,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.062221,100.696986
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,8,?ÿÿÿ,90030108,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.905609,100.759537
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿ,ÿ??ÿÿÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿÿÿÿ,90030303,,,/,,,/,,,,,,/,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.866434,100.749071
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,?ÿ,ÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿ?ÿÿ,90050401,,,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.736862,100.931515
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ,ÿ?,ÿÿÿÿÿÿ,9,ÿÿÿ?,90040209,,,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,,6.765603,100.717472
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿÿÿÿ,90040301,,/,,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.774624,100.669465
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,3,ÿÿ??,90070203,,/,/,/,,/,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.913725,100.302766
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,4,ÿ?ÿÿ?,90070204,,/,/,,,/,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.892794,100.317726
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,5,ÿ?ÿÿ,90070205,,/,/,/,,/,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.902439,100.316660
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,1,ÿ?ÿ?,90070401,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.787456,100.349351
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,2,ÿÿÿÿÿÿÿ,90070402,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.793827,100.364980
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,3,ÿÿ??,90070403,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.810003,100.360073
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,4,ÿÿÿÿÿÿ?ÿÿ,90070404,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.864105,100.348713
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,5,ÿÿ?ÿÿ,90070405,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.898765,100.341703
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,6,ÿÿÿÿÿÿ?ÿÿ?,90070406,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.838828,100.324966
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,7,ÿÿÿ?,90070407,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.862720,100.319075
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,8,ÿÿ?ÿÿ,90070408,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.809827,100.337162
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,9,ÿ?ÿÿÿ,90070409,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.874331,100.347583
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ??,ÿÿÿÿÿÿ,10,ÿ?ÿÿÿÿ,90070410,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.845064,100.352597
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,2,?ÿÿÿÿÿ,90070602,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.643422,100.394104
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿ?ÿÿÿÿÿÿ,90070603,,/,/,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.625495,100.400719
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,4,ÿ?ÿÿ?ÿÿ,90070604,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.623343,100.392668
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿ,ÿÿÿÿÿÿ,5,?ÿÿ,90070605,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.639516,100.389920
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿ?ÿÿ,90071101,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.790108,100.250272
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿ?ÿÿ,90071102,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.830692,100.232949
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿ,90071103,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.850429,100.228521
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿÿ,90071104,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.869901,100.225615
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿÿ?ÿ,90071105,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.866138,100.221491
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿ,ÿÿÿÿÿÿ,6,ÿÿ?ÿ?ÿ,90071106,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.781934,100.245705
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿÿÿÿÿÿ?,90070501,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.826457,100.290877
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,2,ÿÿÿÿ,90070502,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.798772,100.286200
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,3,?ÿÿÿÿ,90070503,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.780666,100.307520
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿÿ?,ÿÿÿÿÿÿ,6,ÿ?ÿÿÿ?,90070106,,/,,,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.770568,100.301453
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿ??,ÿÿÿÿÿÿ,2,ÿ?ÿÿ,90071002,,/,,,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.690178,100.374475
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿ??,ÿÿÿÿÿÿ,3,ÿ??,90071003,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.666313,100.379439
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿÿ?,ÿ??,ÿÿÿÿÿÿ,4,ÿ?ÿÿÿ,90071004,,/,,,,/,,,,,/,,,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.650337,100.384961
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿ??ÿ,ÿÿÿÿÿÿ,1,ÿ?ÿÿÿÿ,90090101,,/,/,/,,/,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.131643,100.252234
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿ??ÿ,ÿÿÿÿÿÿ,3,ÿÿ?ÿ?,90090103,,/,/,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.139249,100.273429
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,1,ÿÿÿ??,90090901,,,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.092836,100.215558
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,3,ÿÿÿ?,90090903,,,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.086122,100.187169
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,4,ÿÿÿ?,90090904,,,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.051434,100.166430
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,6,ÿÿÿ?,90090906,,,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.022180,100.154623
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,7,ÿÿ?ÿÿÿÿ,90090907,,,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.942255,100.133403
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,8,ÿÿ?ÿÿÿÿ?,90090908,,,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.086142,100.202092
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,10,ÿÿÿÿ?ÿÿ,90090910,,,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,6.985961,100.139312
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,11,ÿ?ÿÿ,90090911,,,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.051227,100.165795
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,12,ÿÿ?ÿ?,90090912,,/,/,,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.025248,100.130324
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿ?ÿÿ,ÿÿÿÿÿÿ,1,?ÿÿÿ,90090401,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,ÿÿÿÿ?,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.143143,100.294601
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿÿ,4,ÿ??,90090304,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,ÿÿÿÿ?,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.150776,100.278260
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿÿ,5,ÿÿÿÿÿÿ,90090305,,,,/,/,,,,,,/,,ÿÿÿÿ?,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.150428,100.260243
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿÿ,7,ÿ?ÿÿÿ,90090307,,/,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,ÿÿÿÿ?,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.165490,100.256563
ÿÿÿÿÿÿÿÿ?ÿ?ÿ?,?ÿÿÿ,ÿ?ÿÿÿÿ,ÿÿÿÿÿÿ,ÿÿÿÿÿÿ,9,ÿÿÿÿ?,90090309,,,,/,/,,,,,,/,,,ÿÿÿÿ?,,,,,,,,,,,,,ÿÿÿÿ?,ÿÿÿÿ?,7.150305,100.267141
